update_step,stage,cumulative_tokens,global_mean_loss,global_valid_tokens,global_answer_positions,global_context_positions,grad_norm_before_clip,grad_norm_after_clip,learning_rate,iteration_seconds_excluding_checkpoint,checkpoint_seconds,logged_at_unix
235,2,15224437,0.39480629563331604,63102,944,62158,93.5,1.0,5e-06,56.93301220284775,0.0,1789720128.0270634
236,2,15289703,0.35192421078681946,65264,906,64358,52.75,1.0,5e-06,58.77402581879869,0.0,1789720186.8016863
237,2,15354529,0.4032991975545883,64824,1154,63670,49.0,1.0,5e-06,57.78294325200841,0.0,1789720244.585192
238,2,15419960,0.49088501930236816,65429,870,64559,65.5,1.0,5e-06,58.92272876575589,0.0,1789720303.508502
239,2,15485322,0.40657833218574524,65360,951,64409,101.5,1.0,5e-06,58.78913510637358,0.0,1789720362.2982035
240,2,15549893,0.4033472537994385,64569,930,63639,53.0,1.0,5e-06,58.34256013482809,0.0,1789720420.6413212
241,2,15615364,0.40387964248657227,65469,939,64530,49.5,1.0,5e-06,58.77928506070748,0.0,1789720479.4211953
242,2,15680665,0.35969945788383484,65299,840,64459,61.25,1.0,5e-06,58.429906914010644,0.0,1789720537.8517108
243,2,15746061,0.3800737112760544,65394,928,64466,70.5,1.0,5e-06,58.675785020925105,0.0,1789720596.5280795
244,2,15811073,0.4123343974351883,65010,765,64245,44.75,1.0,5e-06,58.40466298395768,0.0,1789720654.933331
245,2,15876214,0.3630685955286026,65139,1048,64091,41.0,1.0,5e-06,59.045455620158464,0.0,1789720713.979425
246,2,15940925,0.38957297801971436,64709,1068,63641,88.0,1.0,5e-06,58.244956403039396,0.0,1789720772.2249832
247,2,16006363,0.4346221536397934,65436,791,64645,89.0,1.0,5e-06,59.079103608150035,0.0,1789720831.3046563
248,2,16071270,0.39056195318698883,64905,1022,63883,65.0,1.0,5e-06,58.75112372590229,0.0,1789720890.05641
249,2,16136605,0.38122621178627014,65333,853,64480,55.75,1.0,5e-06,58.98145102895796,0.0,1789720949.0384533
250,2,16201265,0.39846770465373993,64658,973,63685,70.0,1.0,5e-06,58.15139734139666,209.52231427794322,1789721216.7130582
251,2,16265616,0.4399820864200592,64349,842,63507,75.5,1.0,5e-06,57.100206770934165,0.0,1789721273.8148503
252,2,16330474,0.371084988117218,64856,872,63984,59.75,1.0,5e-06,58.01181569509208,0.0,1789721331.8273191
253,2,16395136,0.33978649973869324,64660,948,63712,50.75,1.0,5e-06,58.51162825990468,0.0,1789721390.339535
254,2,16460372,0.3888956755399704,65234,893,64341,58.5,1.0,5e-06,58.28486599819735,0.0,1789721448.625
255,2,16524952,0.3877886235713959,64578,906,63672,89.0,1.0,5e-06,58.08555170800537,0.0,1789721506.711128
256,2,16589875,0.3714562803506851,64921,1015,63906,67.0,1.0,5e-06,57.84052228182554,0.0,1789721564.5522451
257,2,16655037,0.38293664157390594,65160,890,64270,51.5,1.0,5e-06,58.5001635029912,0.0,1789721623.05298
258,2,16720292,0.4468071013689041,65253,1082,64171,46.0,1.0,5e-06,58.7605642429553,0.0,1789721681.814157
259,2,16784549,0.44264036417007446,64255,974,63281,57.25,1.0,5e-06,57.948256090283394,0.0,1789721739.7629762
260,2,16849276,0.43377685546875,64725,931,63794,61.25,1.0,5e-06,58.42902977112681,0.0,1789721798.192621
261,2,16913755,0.373425617814064,64477,918,63559,37.25,1.0,5e-06,57.67023879894987,0.0,1789721855.8635368
262,2,16979015,0.4181080311536789,65258,989,64269,68.0,1.0,5e-06,58.587618975900114,0.0,1789721914.4517078
263,2,17044198,0.3944604992866516,65181,923,64258,104.0,1.0,5e-06,58.44246393209323,0.0,1789721972.8947177
264,2,17107727,0.4720749855041504,63527,860,62667,57.75,1.0,5e-06,56.80159844877198,0.0,1789722029.6968825
265,2,17172855,0.4225543886423111,65126,942,64184,48.5,1.0,5e-06,58.3799605211243,0.0,1789722088.0773952
266,2,17238320,0.5180179476737976,65463,881,64582,60.25,1.0,5e-06,58.83813664969057,0.0,1789722146.916119
267,2,17303762,0.45064088702201843,65440,714,64726,59.5,1.0,5e-06,58.77094736415893,0.0,1789722205.68765
268,2,17368158,0.44702884554862976,64394,851,63543,50.0,1.0,5e-06,58.222897668834776,0.0,1789722263.9111013
269,2,17433249,0.38801343739032745,65089,807,64282,76.5,1.0,5e-06,58.46534340688959,0.0,1789722322.376985
270,2,17498201,0.4290304034948349,64950,734,64216,71.5,1.0,5e-06,58.11045433115214,0.0,1789722380.488014
271,2,17562793,0.5092546790838242,64590,739,63851,103.0,1.0,5e-06,57.97612116113305,0.0,1789722438.4647071
272,2,17627348,0.4367966800928116,64553,869,63684,78.5,1.0,5e-06,57.69527260493487,0.0,1789722496.1605299
273,2,17692108,0.43793216347694397,64758,909,63849,92.5,1.0,5e-06,58.209804435726255,0.0,1789722554.37091
274,2,17757175,0.45496393740177155,65065,914,64151,69.0,1.0,5e-06,58.85829782206565,0.0,1789722613.229789
275,2,17822180,0.45077522099018097,65003,928,64075,79.5,1.0,5e-06,58.17420885479078,0.0,1789722671.4046037
276,2,17887169,0.46980611979961395,64987,912,64075,80.0,1.0,5e-06,58.259332734160125,0.0,1789722729.6645324
277,2,17952429,0.41099050641059875,65258,803,64455,70.0,1.0,5e-06,58.580150736961514,0.0,1789722788.245274
278,2,18016753,0.3669689893722534,64322,1401,62921,52.5,1.0,5e-06,57.1068450268358,0.0,1789722845.3526692
279,2,18081874,0.3542133569717407,65119,1162,63957,43.75,1.0,5e-06,58.37591386400163,0.0,1789722903.72918
280,2,18146688,0.3410723805427551,64812,1237,63575,40.0,1.0,5e-06,58.66542414110154,0.0,1789722962.3951957
281,2,18211194,0.34645313024520874,64504,1272,63232,45.0,1.0,5e-06,58.438999926205724,0.0,1789723020.834804
282,2,18276245,0.3754858374595642,65049,1063,63986,55.75,1.0,5e-06,59.066648645326495,0.0,1789723079.9020562
283,2,18341090,0.34377241134643555,64843,1086,63757,60.5,1.0,5e-06,58.334724058397114,0.0,1789723138.2373896
284,2,18405974,0.38416247069835663,64882,1127,63755,78.0,1.0,5e-06,58.69430772494525,0.0,1789723196.932317
285,2,18471322,0.3956301361322403,65346,1024,64322,51.25,1.0,5e-06,58.950993502978235,0.0,1789723255.883931
286,2,18536300,0.3694947361946106,64976,1156,63820,51.0,1.0,5e-06,58.71218636492267,0.0,1789723314.5966933
287,2,18601086,0.3361060470342636,64784,1126,63658,34.25,1.0,5e-06,58.29034007806331,0.0,1789723372.887603
288,2,18665629,0.37968848645687103,64541,969,63572,54.5,1.0,5e-06,58.44166419189423,0.0,1789723431.3298244
289,2,18730753,0.36858931183815,65122,962,64160,35.0,1.0,5e-06,58.42651361878961,0.0,1789723489.7569034
290,2,18795879,0.3852201998233795,65124,973,64151,46.75,1.0,5e-06,58.43426068732515,0.0,1789723548.1917295
291,2,18859593,0.35855525732040405,63712,1079,62633,52.75,1.0,5e-06,56.670871548354626,0.0,1789723604.8631856
292,2,18924226,0.32526643574237823,64631,1110,63521,47.25,1.0,5e-06,58.06947169313207,0.0,1789723662.9332228
293,2,18989754,0.36943089962005615,65526,1110,64416,41.75,1.0,5e-06,58.60910379188135,0.0,1789723721.5429232
294,2,19053576,0.35156166553497314,63820,1189,62631,54.25,1.0,5e-06,58.14395918510854,0.0,1789723779.6874812
295,2,19118233,0.3867838829755783,64655,1226,63429,54.75,1.0,5e-06,58.67590192472562,0.0,1789723838.3639712
296,2,19183407,0.39117324352264404,65172,931,64241,37.5,1.0,5e-06,58.40248487563804,0.0,1789723896.767026
297,2,19248501,0.32300910353660583,65092,1262,63830,45.75,1.0,5e-06,58.493259167764336,0.0,1789723955.2608595
298,2,19313924,0.3105167746543884,65421,1078,64343,41.75,1.0,5e-06,58.797853235621005,0.0,1789724014.0593188
299,2,19378116,0.34629255533218384,64190,943,63247,54.75,1.0,5e-06,57.215230664703995,0.0,1789724071.2751505
300,2,19442572,0.3520837724208832,64454,1109,63345,51.75,1.0,5e-06,58.46320019336417,0.0,1789724129.7389383
301,2,19506207,0.32873082160949707,63633,1264,62369,51.5,1.0,5e-06,58.25228958809748,0.0,1789724187.991821
302,2,19571105,0.3656546026468277,64896,1087,63809,52.5,1.0,5e-06,58.413111249916255,0.0,1789724246.4054902
303,2,19636337,0.36912107467651367,65230,900,64330,48.5,1.0,5e-06,58.710876839235425,0.0,1789724305.1169012
304,2,19701649,0.30259521305561066,65310,1211,64099,45.25,1.0,5e-06,58.48797516990453,0.0,1789724363.605437
305,2,19767131,0.37141360342502594,65480,1135,64345,40.0,1.0,5e-06,58.56522007379681,0.0,1789724422.1712556
306,2,19832454,0.3689992278814316,65321,1180,64141,49.5,1.0,5e-06,58.47556885378435,0.0,1789724480.6474097
307,2,19897666,0.3935457319021225,65210,1054,64156,47.0,1.0,5e-06,58.39450458670035,0.0,1789724539.0424984
308,2,19962959,0.3484443128108978,65291,1483,63808,39.25,1.0,5e-06,58.7622708552517,0.0,1789724597.8053434
309,2,20028205,0.32075390219688416,65244,1486,63758,40.0,1.0,5e-06,58.56375826103613,0.0,1789724656.3696575
310,2,20093356,0.3507232069969177,65149,1257,63892,40.0,1.0,5e-06,58.29356003785506,0.0,1789724714.6638117
311,2,20157993,0.3291622996330261,64635,1363,63272,38.0,1.0,5e-06,57.697091965936124,0.0,1789724772.3614957
312,2,20222499,0.37401100993156433,64504,940,63564,78.0,1.0,5e-06,58.317644310649484,0.0,1789724830.6797233
313,2,20287951,0.31528240442276,65450,1162,64288,36.0,1.0,5e-06,58.46081880107522,0.0,1789724889.1410975
314,2,20353321,0.3441893607378006,65368,1109,64259,39.25,1.0,5e-06,58.43095005257055,0.0,1789724947.5726314
315,2,20418517,0.3711530566215515,65194,1031,64163,50.0,1.0,5e-06,58.674586579203606,0.0,1789725006.2478182
316,2,20483105,0.32582472264766693,64586,1117,63469,54.5,1.0,5e-06,58.61174892541021,0.0,1789725064.8601646
317,2,20548372,0.40122801065444946,65265,1352,63913,47.0,1.0,5e-06,58.49752753181383,0.0,1789725123.3582954
318,2,20613429,0.4106687307357788,65055,1128,63927,60.25,1.0,5e-06,58.092238646931946,0.0,1789725181.451116
319,2,20678858,0.3458951413631439,65427,1110,64317,63.0,1.0,5e-06,58.51556072337553,0.0,1789725239.967269
320,2,20743053,0.34700995683670044,64193,1260,62933,49.75,1.0,5e-06,58.077215262688696,0.0,1789725298.0451083
321,2,20807631,0.3677665591239929,64576,1278,63298,51.5,1.0,5e-06,58.770409991033375,0.0,1789725356.8161297
322,2,20872937,0.3666894733905792,65304,1215,64089,50.0,1.0,5e-06,58.643568684346974,0.0,1789725415.4602916
323,2,20938364,0.33037397265434265,65425,1361,64064,35.75,1.0,5e-06,59.057570226024836,0.0,1789725474.518489
324,2,21001269,0.36136874556541443,62903,1107,61796,45.75,1.0,5e-06,56.59663955774158,0.0,1789725531.1157107
325,2,21066504,0.3481852263212204,65233,1257,63976,58.25,1.0,5e-06,58.633354999125004,0.0,1789725589.7496378
326,2,21131893,0.34379979968070984,65387,898,64489,46.25,1.0,5e-06,58.61426381394267,0.0,1789725648.3644931
327,2,21196563,0.34781351685523987,64668,1163,63505,81.5,1.0,5e-06,57.694277863018215,0.0,1789725706.0593672
328,2,21261981,0.2989620268344879,65416,1452,63964,40.25,1.0,5e-06,58.75954193295911,0.0,1789725764.819493
329,2,21327314,0.2948201447725296,65331,1478,63853,43.0,1.0,5e-06,58.63669197075069,0.0,1789725823.4567585
330,2,21392616,0.3141819089651108,65300,1522,63778,52.75,1.0,5e-06,58.538872067816556,0.0,1789725881.996184
331,2,21457069,0.3234344720840454,64451,1580,62871,41.0,1.0,5e-06,58.64395798603073,0.0,1789725940.6407197
332,2,21522403,0.33373743295669556,65332,1441,63891,47.25,1.0,5e-06,58.564019069075584,0.0,1789725999.2053008
333,2,21587469,0.3358214944601059,65064,1608,63456,38.25,1.0,5e-06,59.09017132502049,0.0,1789726058.2960353
334,2,21652834,0.31645166873931885,65363,1616,63747,54.75,1.0,5e-06,58.61110631329939,0.0,1789726116.9077196
335,2,21717751,0.3387627601623535,64915,1525,63390,40.75,1.0,5e-06,58.440748712047935,0.0,1789726175.3490303
336,2,21783091,0.27332693338394165,65338,1464,63874,36.25,1.0,5e-06,58.57161520188674,0.0,1789726233.9212081
337,2,21848215,0.30994386970996857,65122,1432,63690,37.25,1.0,5e-06,58.57509812898934,0.0,1789726292.4969115
338,2,21913482,0.3442736566066742,65265,1564,63701,37.5,1.0,5e-06,58.55887704715133,0.0,1789726351.0563853
339,2,21978795,0.28784002363681793,65311,1362,63949,38.0,1.0,5e-06,58.725837890058756,0.0,1789726409.7828248
340,2,22044003,0.31777970492839813,65206,1657,63549,39.5,1.0,5e-06,58.619536282029,0.0,1789726468.4029648
341,2,22108999,0.2993403673171997,64994,1510,63484,34.25,1.0,5e-06,58.50888133374974,0.0,1789726526.9124343
342,2,22173129,0.2956431210041046,64128,1774,62354,30.375,1.0,5e-06,57.69574214098975,0.0,1789726584.6087465
343,2,22238549,0.28725574910640717,65418,1626,63792,30.0,1.0,5e-06,58.80295555992052,0.0,1789726643.4122517
344,2,22303959,0.3352992385625839,65408,1484,63924,38.25,1.0,5e-06,58.77551523596048,0.0,1789726702.1883545
345,2,22368548,0.277442142367363,64587,1572,63015,33.75,1.0,5e-06,58.02012377139181,0.0,1789726760.2090557
346,2,22433737,0.3394314646720886,65187,1655,63532,33.25,1.0,5e-06,58.6736158169806,0.0,1789726818.883249
347,2,22498324,0.32041022181510925,64585,1578,63007,45.75,1.0,5e-06,58.16365896211937,0.0,1789726877.0474803
348,2,22563711,0.3317892849445343,65385,1343,64042,36.75,1.0,5e-06,58.52292997902259,0.0,1789726935.5709682
349,2,22628848,0.27897223830223083,65135,1524,63611,38.5,1.0,5e-06,58.353581278119236,0.0,1789726993.9250965
350,2,22694299,0.3313796818256378,65449,1471,63978,48.0,1.0,5e-06,58.75117031065747,0.0,1789727052.6768472
351,2,22759538,0.30275219678878784,65237,1651,63586,28.5,1.0,5e-06,58.81042468268424,0.0,1789727111.4878566
352,2,22824671,0.29513196647167206,65131,1717,63414,28.5,1.0,5e-06,58.59985596919432,0.0,1789727170.0883052
353,2,22890156,0.3045548349618912,65483,1827,63656,40.25,1.0,5e-06,58.82427466614172,0.0,1789727228.913187
354,2,22955256,0.26365944743156433,65098,1660,63438,27.125,1.0,5e-06,58.52975594205782,0.0,1789727287.4435048
355,2,23019354,0.2593969404697418,64096,1722,62374,26.25,1.0,5e-06,59.11885648779571,0.0,1789727346.5629349
356,2,23084757,0.29732465744018555,65401,1483,63918,41.25,1.0,5e-06,58.70814940426499,0.0,1789727405.271701
357,2,23149866,0.29011228680610657,65107,1629,63478,37.0,1.0,5e-06,58.42575824679807,0.0,1789727463.6980357
358,2,23214801,0.2797931730747223,64933,1660,63273,29.5,1.0,5e-06,58.0991784799844,0.0,1789727521.797801
359,2,23280122,0.279895156621933,65319,1636,63683,30.0,1.0,5e-06,58.934098712168634,0.0,1789727580.732491
360,2,23344591,0.2925293892621994,64467,1523,62944,42.0,1.0,5e-06,58.824315388221294,0.0,1789727639.557403
361,2,23410018,0.292460098862648,65425,1704,63721,41.25,1.0,5e-06,59.1833265167661,0.0,1789727698.741301
362,2,23475457,0.3339894711971283,65437,1559,63878,53.0,1.0,5e-06,58.992896048817784,0.0,1789727757.7348022
363,2,23540849,0.3478389382362366,65390,1445,63945,43.0,1.0,5e-06,59.024012576788664,0.0,1789727816.7594619
364,2,23606100,0.2998614013195038,65249,1474,63775,60.25,1.0,5e-06,58.673306873999536,0.0,1789727875.4333477
365,2,23671548,0.32622528076171875,65446,1742,63704,57.5,1.0,5e-06,58.7930137780495,0.0,1789727934.2269201
366,2,23736878,0.2922813445329666,65328,1614,63714,42.0,1.0,5e-06,58.744892524089664,0.0,1789727992.9724035
367,2,23800726,0.2830921858549118,63846,1256,62590,40.75,1.0,5e-06,56.62727857520804,0.0,1789728049.6002793
368,2,23865573,0.32966428995132446,64845,1417,63428,50.25,1.0,5e-06,58.777186535764486,0.0,1789728108.3780024
369,2,23927399,0.270034059882164,61824,1625,60199,35.0,1.0,5e-06,55.387389429844916,0.0,1789728163.7659125
370,2,23992835,0.2978583350777626,65434,1333,64101,36.25,1.0,5e-06,58.706381033174694,0.0,1789728222.4728932
371,2,24058023,0.30319683253765106,65186,2010,63176,39.75,1.0,5e-06,58.15446785558015,0.0,1789728280.6279309
372,2,24123350,0.304641455411911,65325,1474,63851,48.5,1.0,5e-06,58.798373501282185,0.0,1789728339.426863
373,2,24188732,0.32183562219142914,65380,1407,63973,40.25,1.0,5e-06,58.75148762902245,0.0,1789728398.1789618
374,2,24253699,0.3363014757633209,64965,1516,63449,45.25,1.0,5e-06,58.30121627962217,0.0,1789728456.4807532
375,2,24317220,0.2976081520318985,63519,1085,62434,53.25,1.0,5e-06,58.853618756402284,0.0,1789728515.3349469
376,2,24382519,0.3074916899204254,65297,1559,63738,35.0,1.0,5e-06,58.45046549523249,0.0,1789728573.7859883
377,2,24447549,0.26649893820285797,65028,1346,63682,28.375,1.0,5e-06,58.28062364179641,0.0,1789728632.0671966
378,2,24512686,0.3181505799293518,65135,1328,63807,39.0,1.0,5e-06,58.51496895682067,0.0,1789728690.582739
379,2,24578070,0.30553050339221954,65382,1679,63703,36.5,1.0,5e-06,58.80902382778004,0.0,1789728749.3923647
380,2,24642459,0.32129091024398804,64387,1389,62998,39.75,1.0,5e-06,58.08906715316698,0.0,1789728807.4820042
381,2,24707559,0.29413262009620667,65098,1512,63586,44.75,1.0,5e-06,58.6039460641332,0.0,1789728866.0865035
382,2,24772983,0.3132392019033432,65422,1603,63819,36.75,1.0,5e-06,58.70185949699953,0.0,1789728924.7889562
383,2,24837238,0.2904580533504486,64253,1525,62728,32.25,1.0,5e-06,58.34717675112188,0.0,1789728983.1366925
384,2,24902084,0.30428388714790344,64844,1528,63316,50.25,1.0,5e-06,58.63348328694701,0.0,1789729041.7707367
385,2,24967238,0.2885185182094574,65152,1467,63685,42.0,1.0,5e-06,58.70431844238192,0.0,1789729100.4756331
386,2,25031860,0.3137953579425812,64620,1457,63163,48.0,1.0,5e-06,58.24110624101013,0.0,1789729158.7173467
387,2,25097163,0.31380055844783783,65301,1377,63924,36.0,1.0,5e-06,58.6310664312914,0.0,1789729217.3489788
388,2,25162654,0.30290618538856506,65489,1291,64198,35.0,1.0,5e-06,58.70408420264721,0.0,1789729276.0536406
389,2,25226137,0.3166135847568512,63481,1361,62120,50.0,1.0,5e-06,56.836353939026594,0.0,1789729332.8905735
390,2,25290768,0.3236091136932373,64629,1347,63282,54.25,1.0,5e-06,58.647786585148424,0.0,1789729391.5389917
391,2,25355890,0.29569414258003235,65120,1822,63298,30.625,1.0,5e-06,58.76897377613932,0.0,1789729450.308594
392,2,25421263,0.3120061457157135,65371,1402,63969,44.5,1.0,5e-06,58.52506824210286,0.0,1789729508.834223
393,2,25486726,0.29945099353790283,65461,1463,63998,42.75,1.0,5e-06,58.55638387706131,0.0,1789729567.3912003
394,2,25551397,0.31036731600761414,64669,1453,63216,59.25,1.0,5e-06,58.603742407634854,0.0,1789729625.9955468
395,2,25616603,0.29560357332229614,65204,1449,63755,36.0,1.0,5e-06,58.33086244901642,0.0,1789729684.3269892
396,2,25681230,0.32985706627368927,64625,1474,63151,34.0,1.0,5e-06,58.41144878184423,0.0,1789729742.7390094
397,2,25745616,0.31756922602653503,64384,1528,62856,36.0,1.0,5e-06,58.38579119136557,0.0,1789729801.125436
398,2,25810102,0.2765713036060333,64484,1678,62806,33.25,1.0,5e-06,58.85897947335616,0.0,1789729859.984998
399,2,25874518,0.33754950761795044,64414,1416,62998,44.25,1.0,5e-06,59.051363677717745,0.0,1789729919.0369525
400,2,25939149,0.29631200432777405,64629,1386,63243,50.0,1.0,5e-06,59.15125287882984,0.0,1789729978.1887949
401,2,26004460,0.3219636529684067,65309,1535,63774,51.25,1.0,5e-06,58.92761672800407,0.0,1789730037.1170197
402,2,26069858,0.31787897646427155,65396,1367,64029,40.75,1.0,5e-06,59.09755099378526,0.0,1789730096.2151566
403,2,26133870,0.2693992108106613,64010,1383,62627,39.75,1.0,5e-06,56.80549346609041,0.0,1789730153.0212162
404,2,26198174,0.2864477187395096,64302,1506,62796,33.75,1.0,5e-06,58.17273304006085,0.0,1789730211.1945355
405,2,26263018,0.28491905331611633,64842,1501,63341,33.5,1.0,5e-06,58.38437526207417,0.0,1789730269.5795126
406,2,26326778,0.28843050450086594,63758,1612,62146,44.75,1.0,5e-06,56.77317792316899,0.0,1789730326.3532858
407,2,26391605,0.31764528155326843,64825,1432,63393,35.5,1.0,5e-06,58.16642408631742,0.0,1789730384.5202777
408,2,26456941,0.3198461979627609,65334,1584,63750,36.5,1.0,5e-06,58.638800982851535,0.0,1789730443.1596625
409,2,26522310,0.2706529349088669,65367,1577,63790,31.875,1.0,5e-06,58.59545375406742,0.0,1789730501.755709
410,2,26587613,0.31035900115966797,65301,1526,63775,36.0,1.0,5e-06,58.58796522999182,0.0,1789730560.3442302
411,2,26652861,0.32439157366752625,65246,1580,63666,42.75,1.0,5e-06,58.50110271992162,0.0,1789730618.8459408
412,2,26717959,0.3361428678035736,65096,1368,63728,40.75,1.0,5e-06,58.276996994856745,0.0,1789730677.123504
413,2,26782736,0.2614770978689194,64775,1242,63533,29.0,1.0,5e-06,58.07933186087757,0.0,1789730735.2034125
414,2,26848096,0.33291053771972656,65358,1458,63900,54.75,1.0,5e-06,58.65575670171529,0.0,1789730793.8597414
415,2,26913194,0.31921547651290894,65096,1489,63607,50.75,1.0,5e-06,58.60016009490937,0.0,1789730852.4604833
416,2,26978629,0.32633280754089355,65433,1607,63826,40.0,1.0,5e-06,58.79208406340331,0.0,1789730911.2531357
417,2,27043831,0.2540133148431778,65200,1269,63931,34.0,1.0,5e-06,58.366793528199196,0.0,1789730969.6204805
418,2,27109210,0.3059939742088318,65377,1606,63771,43.0,1.0,5e-06,58.77331204013899,0.0,1789731028.3943415
419,2,27174594,0.31579235196113586,65382,1408,63974,48.0,1.0,5e-06,58.726571096107364,0.0,1789731087.1215274
420,2,27238843,0.315016970038414,64247,1395,62852,41.0,1.0,5e-06,58.55966955376789,0.0,1789731145.6817937
421,2,27303646,0.3237793743610382,64801,1677,63124,40.25,1.0,5e-06,58.800186324398965,0.0,1789731204.482548
422,2,27368849,0.25145113468170166,65201,1372,63829,34.5,1.0,5e-06,58.40610374091193,0.0,1789731262.8892424
423,2,27434142,0.30262725055217743,65291,1653,63638,45.0,1.0,5e-06,58.49740189919248,0.0,1789731321.3871944
424,2,27499596,0.27008961141109467,65452,1781,63671,34.5,1.0,5e-06,58.539566663559526,0.0,1789731379.9273374
425,2,27564388,0.3059767186641693,64790,1489,63301,28.0,1.0,5e-06,58.54247424099594,0.0,1789731438.4704015
426,2,27628544,0.3031688779592514,64154,1337,62817,30.625,1.0,5e-06,58.34249432524666,0.0,1789731496.8134987
427,2,27692301,0.31239283084869385,63755,1575,62180,34.75,1.0,5e-06,58.96675663581118,0.0,1789731555.780766
428,2,27757706,0.2597985416650772,65403,1595,63808,29.125,1.0,5e-06,58.749940479174256,0.0,1789731614.5312045
429,2,27823051,0.3236483931541443,65343,1607,63736,36.0,1.0,5e-06,58.60718585597351,0.0,1789731673.138977
430,2,27887668,0.32142552733421326,64615,1692,62923,48.75,1.0,5e-06,58.48933514673263,0.0,1789731731.6288693
431,2,27951452,0.26411113142967224,63782,1406,62376,37.5,1.0,5e-06,58.845090394839644,0.0,1789731790.474529
432,2,28015977,0.2827584594488144,64523,1374,63149,31.75,1.0,5e-06,58.412784594111145,0.0,1789731848.8878932
433,2,28080773,0.2884984612464905,64794,1510,63284,36.5,1.0,5e-06,58.36007967405021,0.0,1789731907.2485456
434,2,28145963,0.2785802036523819,65188,1426,63762,28.625,1.0,5e-06,58.31540342466906,0.0,1789731965.5645022
435,2,28211159,0.29136234521865845,65194,1663,63531,40.5,1.0,5e-06,58.42733441432938,0.0,1789732023.9924142
436,2,28276434,0.30307242274284363,65273,1661,63612,49.25,1.0,5e-06,58.78962791990489,0.0,1789732082.78264
437,2,28341856,0.274375319480896,65420,1472,63948,24.0,1.0,5e-06,58.74305188795552,0.0,1789732141.5262718
438,2,28407094,0.2966751307249069,65236,1663,63573,40.5,1.0,5e-06,58.656152265146375,0.0,1789732200.1830242
439,2,28472340,0.3100939244031906,65244,1494,63750,51.5,1.0,5e-06,59.19569593761116,0.0,1789732259.3793225
440,2,28537476,0.33657294511795044,65134,1491,63643,41.75,1.0,5e-06,58.6772715090774,0.0,1789732318.0571458
441,2,28602980,0.37327395379543304,65502,1607,63895,52.0,1.0,5e-06,59.008641549851745,0.0,1789732377.0663624
442,2,28668394,0.36242371797561646,65412,1729,63683,73.0,1.0,5e-06,58.81796828005463,0.0,1789732435.884884
443,2,28733743,0.36497750878334045,65347,1627,63720,47.0,1.0,5e-06,58.842340094037354,0.0,1789732494.7278254
444,2,28799208,0.35750362277030945,65463,1574,63889,45.75,1.0,5e-06,58.8768152478151,0.0,1789732553.6052358
445,2,28864692,0.3700368404388428,65482,1711,63771,41.5,1.0,5e-06,58.90354034071788,0.0,1789732612.50936
446,2,28930070,0.3646627217531204,65376,1635,63741,41.25,1.0,5e-06,58.86287576472387,0.0,1789732671.3728325
447,2,28995424,0.3528045564889908,65352,1642,63710,31.0,1.0,5e-06,58.622825677040964,0.0,1789732729.996245
448,2,29060823,0.33810627460479736,65397,1629,63768,31.75,1.0,5e-06,58.68714225711301,0.0,1789732788.6839814
449,2,29126156,0.37718039751052856,65331,1681,63650,31.75,1.0,5e-06,58.703123772051185,0.0,1789732847.387677
450,2,29191642,0.35156114399433136,65484,1692,63792,41.75,1.0,5e-06,58.89119637804106,0.0,1789732906.2794569
451,2,29256797,0.3602128028869629,65153,1584,63569,53.25,1.0,5e-06,58.49768191529438,0.0,1789732964.7777011
452,2,29321892,0.3422742336988449,65093,1771,63322,44.5,1.0,5e-06,58.319244117010385,0.0,1789733023.0975108
453,2,29387148,0.3319571316242218,65254,1639,63615,32.25,1.0,5e-06,58.770014226902276,0.0,1789733081.868116
454,2,29452571,0.35790392756462097,65421,1601,63820,44.25,1.0,5e-06,58.79733525402844,0.0,1789733140.6660178
455,2,29517851,0.3364805281162262,65278,1637,63641,34.75,1.0,5e-06,58.622148242779076,0.0,1789733199.2887132
456,2,29583070,0.3501664102077484,65217,1618,63599,43.25,1.0,5e-06,58.43917824793607,0.0,1789733257.7284584
457,2,29648226,0.3531481623649597,65154,1730,63424,47.75,1.0,5e-06,58.79748129611835,0.0,1789733316.5265398
458,2,29713574,0.3699316531419754,65346,1518,63828,41.0,1.0,5e-06,58.63345491606742,0.0,1789733375.1605728
459,2,29779062,0.3393135666847229,65486,1628,63858,23.25,1.0,5e-06,58.76218458916992,0.0,1789733433.9233544
460,2,29844473,0.3595695495605469,65409,1754,63655,35.75,1.0,5e-06,58.766582703217864,0.0,1789733492.6905375
461,2,29909807,0.32309161126613617,65332,1664,63668,43.75,1.0,5e-06,58.70213092118502,0.0,1789733551.39325
462,2,29975130,0.32670219242572784,65321,1756,63565,37.75,1.0,5e-06,58.57348032295704,0.0,1789733609.967357
463,2,30000000,0.3180534839630127,24869,620,24249,45.25,1.0,5e-06,40.07290640985593,219.63914051512256,1789733869.6806774
